"","subj","ID","itemN","rt","Task","TrialType","CongruentIncongruent","error"
"606",3,5,2,406.06,"flankers","CongruentLeft","Congruent",0
"607",3,5,1,340.11,"flankers","CongruentRight","Congruent",0
"608",3,5,2,420.8,"flankers","CongruentLeft","Congruent",0
"609",3,5,3,-378.95,"flankers","IncongruentLeft","Incongruent",1
"610",3,5,1,396.15,"flankers","CongruentRight","Congruent",0
"611",3,5,4,495.53,"flankers","IncongruentRight","Incongruent",0
"612",3,5,1,368.38,"flankers","CongruentRight","Congruent",0
"613",3,5,4,-334.37,"flankers","IncongruentRight","Incongruent",1
"616",3,5,1,337.45,"flankers","CongruentRight","Congruent",0
"617",3,5,1,415.53,"flankers","CongruentRight","Congruent",0
"618",3,5,2,352.33,"flankers","CongruentLeft","Congruent",0
"619",3,5,2,427.74,"flankers","CongruentLeft","Congruent",0
"620",3,5,1,396.54,"flankers","CongruentRight","Congruent",0
"621",3,5,2,385.51,"flankers","CongruentLeft","Congruent",0
"622",3,5,4,503.63,"flankers","IncongruentRight","Incongruent",0
"623",3,5,4,-358.05,"flankers","IncongruentRight","Incongruent",1
"625",3,5,3,-378.85,"flankers","IncongruentLeft","Incongruent",1
"626",3,5,2,411.93,"flankers","CongruentLeft","Congruent",0
"627",3,5,2,434.04,"flankers","CongruentLeft","Congruent",0
"628",3,5,1,325.38,"flankers","CongruentRight","Congruent",0
"629",3,5,3,443.48,"flankers","IncongruentLeft","Incongruent",0
"631",3,5,2,413.22,"flankers","CongruentLeft","Congruent",0
"632",3,5,4,400.68,"flankers","IncongruentRight","Incongruent",0
"633",3,5,2,390.73,"flankers","CongruentLeft","Congruent",0
"634",3,5,1,322.17,"flankers","CongruentRight","Congruent",0
"635",3,5,4,528.24,"flankers","IncongruentRight","Incongruent",0
"636",3,5,4,460.03,"flankers","IncongruentRight","Incongruent",0
"637",3,5,2,378.19,"flankers","CongruentLeft","Congruent",0
"638",3,5,2,344.34,"flankers","CongruentLeft","Congruent",0
"639",3,5,3,-377.08,"flankers","IncongruentLeft","Incongruent",1
"640",3,5,2,367.61,"flankers","CongruentLeft","Congruent",0
"641",3,5,2,395.08,"flankers","CongruentLeft","Congruent",0
"643",3,5,2,372.81,"flankers","CongruentLeft","Congruent",0
"645",3,5,1,406.66,"flankers","CongruentRight","Congruent",0
"646",3,5,1,380.7,"flankers","CongruentRight","Congruent",0
"647",3,5,1,405.49,"flankers","CongruentRight","Congruent",0
"649",3,5,2,372.59,"flankers","CongruentLeft","Congruent",0
"650",3,5,2,346.65,"flankers","CongruentLeft","Congruent",0
"651",3,5,1,371.36,"flankers","CongruentRight","Congruent",0
"652",3,5,2,345.41,"flankers","CongruentLeft","Congruent",0
"653",3,5,2,367.52,"flankers","CongruentLeft","Congruent",0
"654",3,5,2,357.58,"flankers","CongruentLeft","Congruent",0
"655",3,5,1,344.95,"flankers","CongruentRight","Congruent",0
"656",3,5,1,369.65,"flankers","CongruentRight","Congruent",0
"657",3,5,2,327.72,"flankers","CongruentLeft","Congruent",0
"658",3,5,4,419.1,"flankers","IncongruentRight","Incongruent",0
"659",3,5,3,435.83,"flankers","IncongruentLeft","Incongruent",0
"660",3,5,2,356.65,"flankers","CongruentLeft","Congruent",0
"661",3,5,3,-357.45,"flankers","IncongruentLeft","Incongruent",1
"662",3,5,1,369.29,"flankers","CongruentRight","Congruent",0
"665",3,5,2,369.27,"flankers","CongruentLeft","Congruent",0
"667",3,5,1,413.75,"flankers","CongruentRight","Congruent",0
"668",3,5,3,422.49,"flankers","IncongruentLeft","Incongruent",0
"670",3,5,4,541.67,"flankers","IncongruentRight","Incongruent",0
"671",3,5,2,332.04,"flankers","CongruentLeft","Congruent",0
"672",3,5,1,327.48,"flankers","CongruentRight","Congruent",0
"673",3,5,1,389.57,"flankers","CongruentRight","Congruent",0
"674",3,5,2,320.96,"flankers","CongruentLeft","Congruent",0
"675",3,5,1,332.42,"flankers","CongruentRight","Congruent",0
"676",3,5,1,354.45,"flankers","CongruentRight","Congruent",0
"677",3,5,2,285.8,"flankers","CongruentLeft","Congruent",0
"678",3,5,2,379.85,"flankers","CongruentLeft","Congruent",0
"679",3,5,1,332.5,"flankers","CongruentRight","Congruent",0
"680",3,5,4,-266.63,"flankers","IncongruentRight","Incongruent",1
"681",3,5,1,361.08,"flankers","CongruentRight","Congruent",0
"682",3,5,3,457.91,"flankers","IncongruentLeft","Incongruent",0
"683",3,5,2,370.68,"flankers","CongruentLeft","Congruent",0
"684",3,5,2,382.08,"flankers","CongruentLeft","Congruent",0
"685",3,5,2,382.85,"flankers","CongruentLeft","Congruent",0
"686",3,5,1,359.55,"flankers","CongruentRight","Congruent",0
"687",3,5,2,290.97,"flankers","CongruentLeft","Congruent",0
"688",3,5,1,321.02,"flankers","CongruentRight","Congruent",0
"690",3,5,2,333.48,"flankers","CongruentLeft","Congruent",0
"691",3,5,1,315.51,"flankers","CongruentRight","Congruent",0
"693",3,5,1,330.68,"flankers","CongruentRight","Congruent",0
"694",3,5,1,344.68,"flankers","CongruentRight","Congruent",0
"695",3,5,1,350.81,"flankers","CongruentRight","Congruent",0
"696",3,5,2,338.2,"flankers","CongruentLeft","Congruent",0
"699",3,5,3,-330.4,"flankers","IncongruentLeft","Incongruent",1
"700",3,5,3,-334.21,"flankers","IncongruentLeft","Incongruent",1
"701",3,5,1,426.06,"flankers","CongruentRight","Congruent",0
"702",3,5,1,338.77,"flankers","CongruentRight","Congruent",0
"703",3,5,4,-307.52,"flankers","IncongruentRight","Incongruent",1
"704",3,5,1,404.64,"flankers","CongruentRight","Congruent",0
"705",3,5,2,320.12,"flankers","CongruentLeft","Congruent",0
"706",3,5,1,347.51,"flankers","CongruentRight","Congruent",0
"707",3,5,1,382.89,"flankers","CongruentRight","Congruent",0
"708",3,5,4,421.07,"flankers","IncongruentRight","Incongruent",0
"709",3,5,1,381.73,"flankers","CongruentRight","Congruent",0
"710",3,5,2,366.48,"flankers","CongruentLeft","Congruent",0
"711",3,5,2,379.32,"flankers","CongruentLeft","Congruent",0
"712",3,5,3,500.08,"flankers","IncongruentLeft","Incongruent",0
"713",3,5,1,338.25,"flankers","CongruentRight","Congruent",0
"715",3,5,1,348,"flankers","CongruentRight","Congruent",0
"717",3,5,1,328.33,"flankers","CongruentRight","Congruent",0
"718",3,5,4,-350.39,"flankers","IncongruentRight","Incongruent",1
"719",3,5,1,383.63,"flankers","CongruentRight","Congruent",0
"720",3,5,4,485.71,"flankers","IncongruentRight","Incongruent",0
"721",3,5,3,513.19,"flankers","IncongruentLeft","Incongruent",0
"722",3,5,2,359.74,"flankers","CongruentLeft","Congruent",0
"723",3,5,4,456.54,"flankers","IncongruentRight","Incongruent",0
"724",3,5,3,425.25,"flankers","IncongruentLeft","Incongruent",0
"725",3,5,2,362.02,"flankers","CongruentLeft","Congruent",0
"726",3,5,3,-368.16,"flankers","IncongruentLeft","Incongruent",1
"728",3,5,1,365.03,"flankers","CongruentRight","Congruent",0
"729",3,5,4,-347.01,"flankers","IncongruentRight","Incongruent",1
"731",3,5,1,375.9,"flankers","CongruentRight","Congruent",0
"733",3,5,2,417.71,"flankers","CongruentLeft","Congruent",0
"735",3,5,2,352.87,"flankers","CongruentLeft","Congruent",0
"736",3,5,1,345.66,"flankers","CongruentRight","Congruent",0
"738",3,5,2,334.19,"flankers","CongruentLeft","Congruent",0
"740",3,5,2,333.22,"flankers","CongruentLeft","Congruent",0
"741",3,5,1,344.72,"flankers","CongruentRight","Congruent",0
"742",3,5,2,318.8,"flankers","CongruentLeft","Congruent",0
"743",3,5,2,330.17,"flankers","CongruentLeft","Congruent",0
"744",3,5,2,328.27,"flankers","CongruentLeft","Congruent",0
"745",3,5,2,302.32,"flankers","CongruentLeft","Congruent",0
"746",3,5,4,-303,"flankers","IncongruentRight","Incongruent",1
"748",3,5,2,350.5,"flankers","CongruentLeft","Congruent",0
"749",3,5,1,313.9,"flankers","CongruentRight","Congruent",0
"750",3,5,3,461.25,"flankers","IncongruentLeft","Incongruent",0
"751",3,5,2,326.06,"flankers","CongruentLeft","Congruent",0
"752",3,5,1,332.06,"flankers","CongruentRight","Congruent",0
"753",3,5,1,370.15,"flankers","CongruentRight","Congruent",0
"754",3,5,1,344.28,"flankers","CongruentRight","Congruent",0
"755",3,5,1,-288.99,"flankers","CongruentRight","Congruent",1
"756",3,5,2,351.45,"flankers","CongruentLeft","Congruent",0
"757",3,5,1,352.21,"flankers","CongruentRight","Congruent",0
"758",3,5,2,315.54,"flankers","CongruentLeft","Congruent",0
"759",3,5,2,334.96,"flankers","CongruentLeft","Congruent",0
"761",3,5,2,331.41,"flankers","CongruentLeft","Congruent",0
"762",3,5,3,-361.48,"flankers","IncongruentLeft","Incongruent",1
"765",3,5,1,340.66,"flankers","CongruentRight","Congruent",0
"766",3,5,1,389.36,"flankers","CongruentRight","Congruent",0
"767",3,5,2,326.13,"flankers","CongruentLeft","Congruent",0
"768",3,5,1,305.57,"flankers","CongruentRight","Congruent",0
"770",3,5,1,325.93,"flankers","CongruentRight","Congruent",0
"772",3,5,1,319.59,"flankers","CongruentRight","Congruent",0
"773",3,5,1,384.38,"flankers","CongruentRight","Congruent",0
"774",3,5,2,350.48,"flankers","CongruentLeft","Congruent",0
"775",3,5,3,519.31,"flankers","IncongruentLeft","Incongruent",0
"776",3,5,1,368.44,"flankers","CongruentRight","Congruent",0
"777",3,5,2,323.86,"flankers","CongruentLeft","Congruent",0
"778",3,5,2,353.89,"flankers","CongruentLeft","Congruent",0
"779",3,5,1,349.36,"flankers","CongruentRight","Congruent",0
"780",3,5,2,304.7,"flankers","CongruentLeft","Congruent",0
"781",3,5,2,358.78,"flankers","CongruentLeft","Congruent",0
"782",3,5,2,303.57,"flankers","CongruentLeft","Congruent",0
"784",3,5,3,470.34,"flankers","IncongruentLeft","Incongruent",0
"785",3,5,1,367.15,"flankers","CongruentRight","Congruent",0
"786",3,5,2,314.65,"flankers","CongruentLeft","Congruent",0
"787",3,5,2,350.01,"flankers","CongruentLeft","Congruent",0
"788",3,5,2,358.79,"flankers","CongruentLeft","Congruent",0
"789",3,5,4,474.13,"flankers","IncongruentRight","Incongruent",0
"790",3,5,1,354.96,"flankers","CongruentRight","Congruent",0
"791",3,5,3,-350.33,"flankers","IncongruentLeft","Incongruent",1
"792",3,5,1,362.14,"flankers","CongruentRight","Congruent",0
"793",3,5,4,437.51,"flankers","IncongruentRight","Incongruent",0
"794",3,5,4,-336.96,"flankers","IncongruentRight","Incongruent",1
"795",3,5,2,346.09,"flankers","CongruentLeft","Congruent",0
"796",3,5,2,354.73,"flankers","CongruentLeft","Congruent",0
"797",3,5,1,326.14,"flankers","CongruentRight","Congruent",0
"798",3,5,2,324.19,"flankers","CongruentLeft","Congruent",0
"799",3,5,2,383.6,"flankers","CongruentLeft","Congruent",0
"842",4,7,3,-394.43,"flankers","IncongruentLeft","Incongruent",1
"843",4,7,2,427.57,"flankers","CongruentLeft","Congruent",0
"844",4,7,1,393.72,"flankers","CongruentRight","Congruent",0
"845",4,7,2,354.54,"flankers","CongruentLeft","Congruent",0
"846",4,7,2,381.93,"flankers","CongruentLeft","Congruent",0
"847",4,7,1,332.09,"flankers","CongruentRight","Congruent",0
"848",4,7,2,327.55,"flankers","CongruentLeft","Congruent",0
"849",4,7,1,341.53,"flankers","CongruentRight","Congruent",0
"850",4,7,1,363.68,"flankers","CongruentRight","Congruent",0
"851",4,7,2,303.09,"flankers","CongruentLeft","Congruent",0
"852",4,7,3,389.21,"flankers","IncongruentLeft","Incongruent",0
"854",4,7,2,340.3,"flankers","CongruentLeft","Congruent",0
"855",4,7,1,349.01,"flankers","CongruentRight","Congruent",0
"856",4,7,1,523.13,"flankers","CongruentRight","Congruent",0
"857",4,7,1,473.63,"flankers","CongruentRight","Congruent",0
"861",4,7,2,384.24,"flankers","CongruentLeft","Congruent",0
"862",4,7,1,425,"flankers","CongruentRight","Congruent",0
"863",4,7,2,353.71,"flankers","CongruentLeft","Congruent",0
"864",4,7,1,373.1,"flankers","CongruentRight","Congruent",0
"865",4,7,4,464.57,"flankers","IncongruentRight","Incongruent",0
"867",4,7,2,362.3,"flankers","CongruentLeft","Congruent",0
"868",4,7,2,405.76,"flankers","CongruentLeft","Congruent",0
"869",4,7,1,387.85,"flankers","CongruentRight","Congruent",0
"870",4,7,1,428.57,"flankers","CongruentRight","Congruent",0
"871",4,7,2,429.29,"flankers","CongruentLeft","Congruent",0
"872",4,7,2,398.05,"flankers","CongruentLeft","Congruent",0
"874",4,7,1,351.88,"flankers","CongruentRight","Congruent",0
"875",4,7,2,387.23,"flankers","CongruentLeft","Congruent",0
"876",4,7,3,-363.95,"flankers","IncongruentLeft","Incongruent",1
"878",4,7,2,406.12,"flankers","CongruentLeft","Congruent",0
"882",4,7,1,444.45,"flankers","CongruentRight","Congruent",0
"883",4,7,2,407.96,"flankers","CongruentLeft","Congruent",0
"884",4,7,1,387.4,"flankers","CongruentRight","Congruent",0
"887",4,7,1,406.13,"flankers","CongruentRight","Congruent",0
"888",4,7,3,452.16,"flankers","IncongruentLeft","Incongruent",0
"889",4,7,4,-394.34,"flankers","IncongruentRight","Incongruent",1
"890",4,7,1,411.5,"flankers","CongruentRight","Congruent",0
"891",4,7,2,382.96,"flankers","CongruentLeft","Congruent",0
"892",4,7,4,487.69,"flankers","IncongruentRight","Incongruent",0
"893",4,7,2,315.17,"flankers","CongruentLeft","Congruent",0
"894",4,7,2,331.94,"flankers","CongruentLeft","Congruent",0
"895",4,7,2,345.96,"flankers","CongruentLeft","Congruent",0
"896",4,7,2,386.7,"flankers","CongruentLeft","Congruent",0
"897",4,7,3,-347.51,"flankers","IncongruentLeft","Incongruent",1
"898",4,7,1,489.99,"flankers","CongruentRight","Congruent",0
"899",4,7,2,360.03,"flankers","CongruentLeft","Congruent",0
"900",4,7,1,411.45,"flankers","CongruentRight","Congruent",0
"902",4,7,3,575.87,"flankers","IncongruentLeft","Incongruent",0
"903",4,7,1,414.32,"flankers","CongruentRight","Congruent",0
"904",4,7,2,343.11,"flankers","CongruentLeft","Congruent",0
"907",4,7,2,359.33,"flankers","CongruentLeft","Congruent",0
"908",4,7,2,394.66,"flankers","CongruentLeft","Congruent",0
"910",4,7,1,337.77,"flankers","CongruentRight","Congruent",0
"911",4,7,1,407.92,"flankers","CongruentRight","Congruent",0
"913",4,7,1,369.72,"flankers","CongruentRight","Congruent",0
"915",4,7,2,392.71,"flankers","CongruentLeft","Congruent",0
"916",4,7,3,508.15,"flankers","IncongruentLeft","Incongruent",0
"917",4,7,4,501.19,"flankers","IncongruentRight","Incongruent",0
"918",4,7,1,361.05,"flankers","CongruentRight","Congruent",0
"919",4,7,1,369.81,"flankers","CongruentRight","Congruent",0
"920",4,7,2,319.87,"flankers","CongruentLeft","Congruent",0
"922",4,7,1,358.96,"flankers","CongruentRight","Congruent",0
"923",4,7,1,383.72,"flankers","CongruentRight","Congruent",0
"924",4,7,1,376.47,"flankers","CongruentRight","Congruent",0
"925",4,7,2,334.56,"flankers","CongruentLeft","Congruent",0
"926",4,7,1,399.28,"flankers","CongruentRight","Congruent",0
"927",4,7,1,386.69,"flankers","CongruentRight","Congruent",0
"928",4,7,1,339.48,"flankers","CongruentRight","Congruent",0
"929",4,7,1,356.13,"flankers","CongruentRight","Congruent",0
"930",4,7,1,279.5,"flankers","CongruentRight","Congruent",0
"931",4,7,2,387.95,"flankers","CongruentLeft","Congruent",0
"932",4,7,2,354.08,"flankers","CongruentLeft","Congruent",0
"933",4,7,4,426.89,"flankers","IncongruentRight","Incongruent",0
"934",4,7,1,363.59,"flankers","CongruentRight","Congruent",0
"935",4,7,2,337.69,"flankers","CongruentLeft","Congruent",0
"936",4,7,2,338.41,"flankers","CongruentLeft","Congruent",0
"937",4,7,2,339.19,"flankers","CongruentLeft","Congruent",0
"939",4,7,2,364.92,"flankers","CongruentLeft","Congruent",0
"940",4,7,2,354.97,"flankers","CongruentLeft","Congruent",0
"941",4,7,2,331.75,"flankers","CongruentLeft","Congruent",0
"943",4,7,1,453.59,"flankers","CongruentRight","Congruent",0
"944",4,7,1,363.72,"flankers","CongruentRight","Congruent",0
"945",4,7,1,343.18,"flankers","CongruentRight","Congruent",0
"946",4,7,1,367.91,"flankers","CongruentRight","Congruent",0
"947",4,7,1,357.99,"flankers","CongruentRight","Congruent",0
"948",4,7,1,345.4,"flankers","CongruentRight","Congruent",0
"949",4,7,1,314.02,"flankers","CongruentRight","Congruent",0
"951",4,7,2,395.84,"flankers","CongruentLeft","Congruent",0
"952",4,7,4,375.24,"flankers","IncongruentRight","Incongruent",0
"953",4,7,1,343.93,"flankers","CongruentRight","Congruent",0
"954",4,7,2,352.65,"flankers","CongruentLeft","Congruent",0
"957",4,7,1,334.09,"flankers","CongruentRight","Congruent",0
"958",4,7,3,508.1,"flankers","IncongruentLeft","Incongruent",0
"959",4,7,4,477.28,"flankers","IncongruentRight","Incongruent",0
"961",4,7,1,385.65,"flankers","CongruentRight","Congruent",0
"962",4,7,3,450.41,"flankers","IncongruentLeft","Incongruent",0
"963",4,7,1,368.51,"flankers","CongruentRight","Congruent",0
"966",4,7,1,336.3,"flankers","CongruentRight","Congruent",0
"967",4,7,3,-369.08,"flankers","IncongruentLeft","Incongruent",1
"968",4,7,1,407.56,"flankers","CongruentRight","Congruent",0
"971",4,7,2,367.57,"flankers","CongruentLeft","Congruent",0
"972",4,7,1,378.99,"flankers","CongruentRight","Congruent",0
"973",4,7,2,363.69,"flankers","CongruentLeft","Congruent",0
"974",4,7,2,383.15,"flankers","CongruentLeft","Congruent",0
"975",4,7,2,413.29,"flankers","CongruentLeft","Congruent",0
"976",4,7,2,339.35,"flankers","CongruentLeft","Congruent",0
"978",4,7,4,466.46,"flankers","IncongruentRight","Incongruent",0
"979",4,7,2,368.63,"flankers","CongruentLeft","Congruent",0
"980",4,7,1,366.68,"flankers","CongruentRight","Congruent",0
"981",4,7,2,340.74,"flankers","CongruentLeft","Congruent",0
"982",4,7,3,461.38,"flankers","IncongruentLeft","Incongruent",0
"983",4,7,2,350.13,"flankers","CongruentLeft","Congruent",0
"984",4,7,3,462.96,"flankers","IncongruentLeft","Incongruent",0
"985",4,7,1,447.72,"flankers","CongruentRight","Congruent",0
"986",4,7,3,379.21,"flankers","IncongruentLeft","Incongruent",0
"988",4,7,2,370.28,"flankers","CongruentLeft","Congruent",0
"989",4,7,2,368.4,"flankers","CongruentLeft","Congruent",0
"990",4,7,2,334.47,"flankers","CongruentLeft","Congruent",0
"991",4,7,1,396.54,"flankers","CongruentRight","Congruent",0
"993",4,7,2,358.3,"flankers","CongruentLeft","Congruent",0
"994",4,7,2,343.07,"flankers","CongruentLeft","Congruent",0
"995",4,7,2,303.81,"flankers","CongruentLeft","Congruent",0
"996",4,7,2,336.5,"flankers","CongruentLeft","Congruent",0
"997",4,7,2,297.21,"flankers","CongruentLeft","Congruent",0
"998",4,7,1,359.23,"flankers","CongruentRight","Congruent",0
"999",4,7,4,-296.04,"flankers","IncongruentRight","Incongruent",1
"1000",4,7,2,350.5,"flankers","CongruentLeft","Congruent",0
"1002",4,7,2,344.35,"flankers","CongruentLeft","Congruent",0
"1003",4,7,1,334.47,"flankers","CongruentRight","Congruent",0
"1008",4,7,4,-422.03,"flankers","IncongruentRight","Incongruent",1
"1010",4,7,1,357.72,"flankers","CongruentRight","Congruent",0
"1011",4,7,3,502.54,"flankers","IncongruentLeft","Incongruent",0
"1012",4,7,1,381,"flankers","CongruentRight","Congruent",0
"1013",4,7,1,357.74,"flankers","CongruentRight","Congruent",0
"1014",4,7,1,377.14,"flankers","CongruentRight","Congruent",0
"1015",4,7,2,369.84,"flankers","CongruentLeft","Congruent",0
"1017",4,7,1,395.52,"flankers","CongruentRight","Congruent",0
"1018",4,7,2,366.99,"flankers","CongruentLeft","Congruent",0
"1019",4,7,2,357,"flankers","CongruentLeft","Congruent",0
"1022",4,7,2,329.12,"flankers","CongruentLeft","Congruent",0
"1023",4,7,1,335.13,"flankers","CongruentRight","Congruent",0
"1024",4,7,2,338.54,"flankers","CongruentLeft","Congruent",0
"1025",4,7,1,328.64,"flankers","CongruentRight","Congruent",0
"1026",4,7,2,294.77,"flankers","CongruentLeft","Congruent",0
"1027",4,7,2,340.78,"flankers","CongruentLeft","Congruent",0
"1028",4,7,2,333.51,"flankers","CongruentLeft","Congruent",0
"1029",4,7,1,355.53,"flankers","CongruentRight","Congruent",0
"1030",4,7,2,300.33,"flankers","CongruentLeft","Congruent",0
